target_id	60_compatible1	60_compatible2	60_compatible3	60_incompatible1	60_incompatible3	60_incompatible4
AT2G30990.3	0	0.10319299999999999	0.151082	0	0	0
AT2G31432.2	0.499653	0.648177	0	0	0	0
AT2G32520.2	0.189388	0	0.48417	0	0	0
AT2G32835.1	0.327119	0.278916	0	0	0	0
AT2G34150.4	0	0.264663	0.404283	0	0	0
AT2G34360.2	0.17053	0.00574327	0.10138	0	0	0
AT2G35710.2	0.128589	0.113576	0.0735259	0	0	0
AT2G35710.4	0.328901	0	0.237771	0	0	0
AT2G35738.1	0	0.325028	0.191256	0	0	0
AT2G36440.1	0.194303	0.1648	0.29766	0	0	0
AT2G39300.3	0.193826	0.215605	0	0	0	0
AT2G43010.1	0	0.208349	0.145575	0	0	0
AT2G43700.1	0.183313	0	0.163163	0	0	0
AT2G45403.1	1.03801	1.0844	1.77538	0	0	0
AT2G46030.3	0.372053	0.286845	0	0	0	0
AT2G46640.1	0	0.366025	0.716962	0	0	0
AT3G01495.1	0	0.480994	0.439214	0	0	0
AT3G01655.1	0	0.285071	0.257511	0	0	0
AT3G02165.1	0.280017	0.237797	0.428953	0	0	0
AT3G02585.1	0.895037	0	0.719953	0	0	0
AT3G02665.1	0.682531	0	0.789242	0	0	0
AT3G03360.1	0	0.143486	0.326707	0	0	0
AT3G04285.1	0.179119	0	0.167115	0	0	0
AT3G04380.6	0.278378	0.293917	0	0	0	0
AT3G04600.2	0.369067	0	0.703004	0	0	0
AT3G04640.3	1.0463	0.559798	0	0	0	0
AT3G04985.1	0.881615	0.14545	0	0	0	0
AT3G05145.1	0.539442	0.932816	0.850893	0	0	0
AT3G05365.2	0.134792	0.249236	0	0	0	0
AT3G05480.2	0.219863	0.332232	0.30546	0	0	0
AT3G05505.1	0.378563	0	0.293095	0	0	0
AT3G06815.1	0.338763	0.289127	0	0	0	0
AT3G07335.1	0	0.309106	0.279712	0	0	0
AT3G07760.3	1.46096e-7	0.113708	0.254181	0	0	0
AT3G07780.3	0.395095	0.534075	0	0	0	0
AT3G07805.1	0.701807	1.21697	0	0	0	0
AT3G08235.1	0.661358	0.573443	0	0	0	0
AT3G08300.1	0	0.854047	0.3886	0	0	0
AT3G08660.3	0.147428	0.221835	0.0218365	0	0	0
AT3G08840.10	0	0.268387	0.447057	0	0	0
AT3G10110.2	0	0.370428	0.49691	0	0	0
AT3G12040.2	0.402007	0	0.157403	0	0	0
AT3G12530.4	0	0.352763	0.415839	0	0	0
AT3G13580.6	0.176175	0	0.225962	0	0	0
AT3G13900.3	0	0.124589	0.113533	0	0	0
AT3G14075.2	0.186039	0	0.190886	0	0	0
AT3G14340.1	0	0.32909	0.588633	0	0	0
AT3G15880.3	0.290938	0.393896	0	0	0	0
AT3G17210.1	0	0.5067	1.33749	0	0	0
AT3G20090.2	0	0.115156	0.18443	0	0	0
AT3G22030.1	0	0.1708	0.104276	0	0	0
AT3G23140.1	0	1.02958	0.220594	0	0	0
AT3G23870.2	0.557887	0.244349	0	0	0	0
AT3G24710.1	0.718205	0.623319	1.14553	0	0	0
AT3G26350.2	0	0.377267	0.427767	0	0	0
AT3G28080.5	0	0.112555	0.161892	0	0	0
AT3G28420.1	0.056783	0.198798	0.134706	0	0	0
AT3G28480.2	0.28522	0.272888	0	0	0	0
AT3G29455.1	0.172271	0.257283	0	0	0	0
AT3G29644.3	0.778936	0.330975	0	0	0	0
AT3G42670.2	0	0.180638	0.177313	0	0	0
AT3G43970.2	0.199503	0.256923	0	0	0	0
AT3G44950.1	0.585477	0.507427	0.463374	0	0	0
AT3G46613.1	0.193634	0.426265	0	0	0	0
AT3G48090.2	3.63711	1.1704	1.32802	0	0	0
AT3G48660.1	0	0.181595	0.195052	0	0	0
AT3G48840.2	0.238454	0	0.206225	0	0	0
AT3G48970.3	0	0.479101	0.102921	0	0	0
AT3G50020.1	0	0.128284	0.238272	0	0	0
AT3G51810.1	0.325086	0.878995	0.130914	0	0	0
AT3G53740.1	0	0.26404300000000003	0.251637	0	0	0
AT3G54360.2	0	0.311887	0.606569	0	0	0
AT3G54700.1	0.752031	0.683329	0.323856	0	0	0
AT3G55370.2	0.108519	0.214035	0	0	0	0
AT3G56320.5	0	0.136975	0.137722	0	0	0
AT3G56320.6	0.290665	0	0.189674	0	0	0
AT3G57250.1	0	0.442754	0.20208	0	0	0
AT3G58720.4	0	0.757474	0.341246	0	0	0
AT3G59080.2	3.42776e-4	1.34174	0.586938	0	0	0
AT3G59490.3	0	0.158079	0.271489	0	0	0
AT3G59820.2	0.38724	0	0.236953	0	0	0
AT3G60075.1	0	2.7501	2.56538	0	0	0
AT3G60750.2	0.685253	0.322612	1.7552e-9	0	0	0
AT3G61450.4	0.379572	0	0.672329	0	0	0
AT3G62120.2	0.541689	0.494774	1.38246	0	0	0
AT3G62695.1	0.718205	0	1.71829	0	0	0
AT4G00050.1	0	0.337882	0.113636	0	0	0
AT4G00480.1	0.117815	0	0.309337	0	0	0
AT4G01430.2	0	1.64521	0.27126	0	0	0
AT4G01540.2	0	0.151375	0.284996	0	0	0
AT4G04195.1	0.972774	0.418852	0.380714	0	0	0
AT4G04425.1	0.707662	0.60407	0.546499	0	0	0
AT4G04720.1	0.327813	0.200309	0.459274	0	0	0
AT4G04730.1	0.592732	0.334846	0.14868	0	0	0
AT4G04975.1	0	0.288742	0.528268	0	0	0
AT4G05040.6	0.765069	0.285997	0	0	0	0
