lnc_id	pc_id	pearson_r	pearson_pval	spearman_rho	spearman_pval	lnc_expr_samples	pc_expr_samples
TCONS_00004097	AT5G48780.1	-0.939390423	0.005398956	-0.828571429	0.041562682	6	6
TCONS_00004097	AT5G50130.1	0.750027758	0.085919285	0.771428571	0.072396501	6	6
TCONS_00004097	AT5G50130.7	0.68916527	0.129911194	0.828571429	0.041562682	6	5
TCONS_00004097	AT5G50610.1	-0.936412237	0.00593655	-0.885714286	0.018845481	6	6
TCONS_00004097	AT5G51660.1	0.57066403	0.236924447	0.485714286	0.328723032	6	4
TCONS_00004097	AT5G51660.2	0.362647935	0.479874652	0.142857143	0.787172012	6	6
TCONS_00004097	AT5G51660.4	0.641123076	0.170078616	0.542857143	0.265702624	6	6
TCONS_00004097	AT5G52940.1	0.93615675	0.00598383	0.885714286	0.018845481	6	6
TCONS_00004097	AT5G63800.1	0.79879397	0.056653001	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G66170.2	-0.443245339	0.378673407	-0.485714286	0.328723032	6	6
TCONS_00004097	AT5G66610.1	0.90203644	0.013925217	0.828571429	0.041562682	6	5
TCONS_00004097	AT5G67130.1	0.972141128	0.001153364	0.771428571	0.072396501	6	6
TCONS_00004097	AT5G01930.1	0.803418707	0.054167943	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G02090.1	0.835120817	0.038536585	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G03260.1	0.734201689	0.096583955	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G09210.1	-0.949305681	0.003789731	-0.885714286	0.018845481	6	6
TCONS_00004097	AT5G13170.1	0.913322128	0.010943972	0.828571429	0.041562682	6	6
TCONS_00004097	AT5G15720.1	-0.811053207	0.050178551	-0.714285714	0.110787172	6	6
TCONS_00004097	AT5G23240.1	0.961508605	0.002193867	0.942857143	0.004804665	6	6
TCONS_00004097	AT5G24420.1	-0.597490524	0.210414757	-0.542857143	0.265702624	6	6
TCONS_00004097	AT5G38610.1	0.750325657	0.085723907	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G40020.1	0.747385255	0.087661109	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G43040.1	0.76363747	0.077198407	0.657142857	0.156174927	6	6
TCONS_00004097	AT5G50600.1	-0.722830775	0.104587714	-0.828571429	0.041562682	6	5
TCONS_00004097	AT5G51810.1	-0.373846386	0.465355016	-0.6	0.208	6	5
TCONS_00004097	AT5G54740.1	-0.724620198	0.103309472	-0.942857143	0.004804665	6	6
TCONS_00004097	AT5G54960.1	0.972724602	0.001105775	0.942857143	0.004804665	6	6
TCONS_00004097	AT5G57785.1	0.7962738	0.058028783	0.714285714	0.110787172	6	6
TCONS_00004097	AT5G57785.2	0.799909481	0.05604889	0.6	0.208	6	6
TCONS_00004097	AT5G61680.1	-0.973424913	0.001049969	-0.942857143	0.004804665	6	6
TCONS_00004097	AT5G65140.3	-0.487230288	0.326987184	-0.142857143	0.787172012	6	6
TCONS_00004097	AT5G65140.1	-0.956079675	0.002851131	-0.714285714	0.110787172	6	6
TCONS_00004097	AT5G65140.2	-0.471313899	0.34537723	-0.542857143	0.265702624	6	6
TCONS_00004097	ATCG00280.1	-0.867943496	0.025006919	-0.771428571	0.072396501	6	6
TCONS_00004097	ATCG00490.1	-0.753378238	0.08373339	-0.657142857	0.156174927	6	6
TCONS_00004097	ATCG00540.1	-0.779829061	0.067376444	-0.6	0.208	6	6
TCONS_00004097	ATCG00680.1	-0.761779521	0.078364108	-0.657142857	0.156174927	6	6
TCONS_00004097	ATCG00040.1	-0.725536192	0.102657841	-0.6	0.208	6	6
TCONS_00004097	ATCG00330.1	-0.853035434	0.030810762	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G04600.1	0.816911133	0.04721359	0.542857143	0.265702624	6	6
TCONS_00010383	AT1G11170.3	-0.664587194	0.149885361	-0.828571429	0.041562682	6	5
TCONS_00010383	AT1G11170.1	-0.719966643	0.106648098	-0.6	0.208	6	6
TCONS_00010383	AT1G11170.4	-0.546176757	0.262199599	-0.428571429	0.396501458	6	6
TCONS_00010383	AT1G11170.6	-0.132455464	0.802478733	0.085714286	0.87174344	6	4
TCONS_00010383	AT1G11170.2	0.119621736	0.821423252	0.085714286	0.87174344	6	5
TCONS_00010383	AT1G11600.1	0.400919255	0.430842246	0.6	0.208	6	6
TCONS_00010383	AT1G13130.1	-0.653125502	0.159614574	-0.6	0.208	6	6
TCONS_00010383	AT1G23000.1	0.314640094	0.543614291	0.202919862	0.699797968	6	4
TCONS_00010383	AT1G23000.2	0.570130396	0.237464469	0.657142857	0.156174927	6	4
TCONS_00010383	AT1G26730.2	0.853177623	0.030752705	0.885714286	0.018845481	6	6
TCONS_00010383	AT1G26730.1	0.899593079	0.014616196	0.885714286	0.018845481	6	6
TCONS_00010383	AT1G30840.2	0.426180724	0.399432518	0.637748139	0.17307111	6	4
TCONS_00010383	AT1G32910.1	0.808041006	0.051735706	0.771428571	0.072396501	6	6
TCONS_00010383	AT1G51780.1	0.482188966	0.332772513	0.724713795	0.103242805	6	4
TCONS_00010383	AT1G58370.1	-0.753436024	0.083695912	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G61120.1	0.681457609	0.136042753	0.542857143	0.265702624	6	5
TCONS_00010383	AT1G62500.1	0.537383838	0.271517468	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G74430.1	0.669669742	0.145654617	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G78600.1	-0.882858458	0.019779495	-0.942857143	0.004804665	6	6
TCONS_00010383	AT1G78600.2	-0.914600071	0.010628305	-0.885714286	0.018845481	6	6
TCONS_00010383	AT1G01060.7	0.770740698	0.072814827	0.714285714	0.110787172	6	6
TCONS_00010383	AT1G01060.1	0.889700039	0.017578163	0.942857143	0.004804665	6	6
TCONS_00010383	AT1G01060.4	0.766978801	0.075121924	0.771428571	0.072396501	6	6
TCONS_00010383	AT1G01060.2	0.78404621	0.064918444	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G01060.8	0.381890724	0.455011486	0.428571429	0.396501458	6	5
TCONS_00010383	AT1G02335.1	-0.808510833	0.05149138	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G03780.2	0.486393895	0.327944453	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G03780.1	0.528671416	0.280872979	0.885714286	0.018845481	6	5
TCONS_00010383	AT1G04340.1	0.724245652	0.103576447	0.828571429	0.041562682	6	6
TCONS_00010383	AT1G05300.1	-0.822701021	0.044365702	-0.885714286	0.018845481	6	6
TCONS_00010383	AT1G05300.2	-0.610717968	0.197814754	-0.657142857	0.156174927	6	6
TCONS_00010383	AT1G05310.1	-0.811360727	0.05002082	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G09157.1	0.843904657	0.034646944	0.771428571	0.072396501	6	6
TCONS_00010383	AT1G19715.1	0.655954816	0.15718882	0.828571429	0.041562682	6	6
TCONS_00010383	AT1G19715.2	-0.14602708	0.782516314	-0.371428571	0.468478134	6	6
TCONS_00010383	AT1G32100.1	-0.710137729	0.113853071	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G51940.1	-0.787354684	0.063019344	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G52030.1	0.547099519	0.261229057	0.6	0.208	6	6
TCONS_00010383	AT1G52030.3	0.651505801	0.161010312	0.828571429	0.041562682	6	6
TCONS_00010383	AT1G52030.2	0.424540616	0.401447559	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G52040.1	0.64050689	0.170623345	0.771428571	0.072396501	6	6
TCONS_00010383	AT1G54020.2	0.366629945	0.474695826	0.085714286	0.87174344	6	6
TCONS_00010383	AT1G54020.4	0.444543794	0.3771095	0.371428571	0.468478134	6	5
TCONS_00010383	AT1G54020.5	0.666059979	0.148654089	0.771428571	0.072396501	6	6
TCONS_00010383	AT1G54020.1	0.27337723	0.600149594	-0.115954207	0.826848213	6	4
TCONS_00010383	AT1G54790.3	-0.699614918	0.121794744	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G54790.1	-0.79618945	0.058075094	-0.771428571	0.072396501	6	6
TCONS_00010383	AT1G56710.1	-0.618884298	0.190195396	-0.542857143	0.265702624	6	6
TCONS_00010383	AT1G60030.1	0.681999325	0.135607825	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G61550.1	0.668673598	0.146479737	0.657142857	0.156174927	6	6
TCONS_00010383	AT1G63480.6	-0.966326495	0.001681766	-0.942857143	0.004804665	6	5
TCONS_00010383	AT1G63480.5	-0.042562186	0.936195273	0.085714286	0.87174344	6	6
TCONS_00010383	AT1G72260.1	0.496902317	0.315992075	0.6	0.208	6	6
TCONS_00010383	AT2G28460.1	-0.892840848	0.016609367	-0.771428571	0.072396501	6	6
TCONS_00010383	AT2G28720.1	-0.936594632	0.005902909	-0.885714286	0.018845481	6	6
TCONS_00010383	AT2G30600.5	-0.558909907	0.248931358	-0.714285714	0.110787172	6	6
TCONS_00010383	AT2G30600.1	-0.599165864	0.208801396	-0.6	0.208	6	5
TCONS_00010383	AT2G30600.6	-0.887863159	0.018156965	-0.942857143	0.004804665	6	6
TCONS_00010383	AT2G30930.1	-0.591249383	0.216469173	-0.6	0.208	6	6
TCONS_00010383	AT2G40980.1	0.427638573	0.397644289	0.428571429	0.396501458	6	5
TCONS_00010383	AT2G45650.1	0.436956173	0.386279913	0.771428571	0.072396501	6	6
TCONS_00010383	AT2G47780.1	0.836919907	0.037724108	0.771428571	0.072396501	6	6
TCONS_00010383	AT2G04160.1	-0.725713258	0.102532088	-0.6	0.208	6	6
TCONS_00010383	AT2G23170.1	0.504865102	0.30704457	0.828571429	0.041562682	6	6
TCONS_00010383	AT2G30540.1	0.835048925	0.03856922	0.885714286	0.018845481	6	6
TCONS_00010383	AT2G40170.1	0.840378842	0.036184884	0.942857143	0.004804665	6	6
TCONS_00010383	AT2G45560.1	-0.838086508	0.037201608	-0.885714286	0.018845481	6	6
TCONS_00010383	AT3G13960.1	0.412516564	0.416324109	0.657142857	0.156174927	6	4
TCONS_00010383	AT3G14570.1	0.368464708	0.472315473	0.485714286	0.328723032	6	4
TCONS_00010383	AT3G14570.2	0.125936196	0.812094375	-0.085714286	0.87174344	6	6
TCONS_00010383	AT3G17690.2	0.265238475	0.611472243	0.202919862	0.699797968	6	4
TCONS_00010383	AT3G17690.1	0.897761206	0.015144817	0.828571429	0.041562682	6	6
TCONS_00010383	AT3G19960.3	-0.380394655	0.456929588	-0.2	0.704	6	6
TCONS_00010383	AT3G19960.2	-0.731811782	0.098242672	-0.898645105	0.014888622	6	4
TCONS_00010383	AT3G19960.1	-0.872482935	0.023354151	-0.714285714	0.110787172	6	4
TCONS_00010383	AT3G25950.1	-0.740346912	0.092376719	-0.542857143	0.265702624	6	6
TCONS_00010383	AT3G50930.1	0.949551812	0.003753334	1	0	6	6
TCONS_00010383	AT3G62550.1	-0.6015642	0.206500572	-0.485714286	0.328723032	6	6
TCONS_00010383	AT3G10180.2	0.751342661	0.085058408	0.6	0.208	6	6
TCONS_00010383	AT3G14172.3	-0.902685689	0.013744326	-0.885714286	0.018845481	6	6
TCONS_00010383	AT3G15670.1	0.828426733	0.041630745	0.771428571	0.072396501	6	6
TCONS_00010383	AT3G19030.1	0.982998259	0.000431132	1	0	6	6
TCONS_00010383	AT3G21550.1	-0.686353688	0.132133691	-0.771428571	0.072396501	6	6
TCONS_00010383	AT3G22640.1	0.821151014	0.045120022	0.885714286	0.018845481	6	6
TCONS_00010383	AT3G25570.2	0.571108648	0.236474879	0.666736691	0.148089799	6	4
TCONS_00010383	AT3G25570.1	0.569578442	0.238023542	0.6	0.208	6	6
TCONS_00010383	AT3G26860.2	0.776406384	0.069401976	0.771428571	0.072396501	6	6
TCONS_00010383	AT3G47160.1	-0.79106862	0.060918313	-0.771428571	0.072396501	6	6
TCONS_00010383	AT3G47160.3	-0.684005874	0.134002064	-0.771428571	0.072396501	6	6
TCONS_00010383	AT3G51400.1	-0.836788551	0.037783154	-0.885714286	0.018845481	6	6
TCONS_00010383	AT3G60900.1	0.439439217	0.38327053	0.771428571	0.072396501	6	6
TCONS_00010383	AT3G62160.1	-0.74246828	0.090943796	-0.771428571	0.072396501	6	6
TCONS_00010383	AT4G00230.1	-0.812281874	0.049549728	-0.771428571	0.072396501	6	6
TCONS_00010383	AT4G00230.2	-0.474074705	0.342161335	-0.6	0.208	6	6
TCONS_00010383	AT4G12890.1	0.456264926	0.363094699	0.828571429	0.041562682	6	5
TCONS_00010383	AT4G12960.1	0.447321948	0.373770951	0.657142857	0.156174927	6	6
TCONS_00010383	AT4G27860.2	0.28823384	0.579622294	0.142857143	0.787172012	6	6
TCONS_00010383	AT4G27860.1	0.52879575	0.280738617	0.771428571	0.072396501	6	6
TCONS_00010383	AT4G27860.4	0.442837742	0.379164794	0.485714286	0.328723032	6	6
TCONS_00010383	AT4G37730.1	0.762723541	0.077770831	0.714285714	0.110787172	6	6
TCONS_00010383	AT4G10420.1	0.746782923	0.088060334	0.828571429	0.041562682	6	6
TCONS_00010383	AT4G18550.3	0.359788521	0.483604131	0.314285714	0.544093294	6	5
TCONS_00010383	AT4G18550.1	-0.768566039	0.074144522	-0.771428571	0.072396501	6	6
TCONS_00010383	AT4G19430.1	-0.725411155	0.102746684	-0.6	0.208	6	6
TCONS_00010383	AT4G20040.1	0.706882702	0.116284636	0.771428571	0.072396501	6	6
TCONS_00010383	AT4G20050.2	-0.883006385	0.019730584	-0.637748139	0.17307111	6	4
TCONS_00010383	AT4G20050.7	0.306154016	0.555116927	-0.028571429	0.957154519	6	4
TCONS_00010383	AT4G21630.1	0.429560452	0.395291038	0.771428571	0.072396501	6	4
TCONS_00010383	AT4G25000.1	-0.810648894	0.05038628	-0.657142857	0.156174927	6	6
TCONS_00010383	AT4G26590.1	0.455200695	0.364359495	0.657142857	0.156174927	6	6
TCONS_00010383	AT4G29880.1	0.803158879	0.054306195	0.828571429	0.041562682	6	6
TCONS_00010383	AT4G31240.2	-0.713633896	0.111266514	-0.657142857	0.156174927	6	6
TCONS_00010383	AT5G03510.1	-0.782572806	0.065772487	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G03790.1	0.609885787	0.198598083	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G04080.3	-0.308521054	0.551901744	-0.463816829	0.354164298	6	4
TCONS_00010383	AT5G04080.2	0.816619734	0.047359098	0.840668002	0.036057573	6	4
TCONS_00010383	AT5G04080.1	0.679462534	0.137649708	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G07660.1	-0.853214156	0.030737796	-0.942857143	0.004804665	6	6
TCONS_00010383	AT5G11900.1	-0.675439873	0.14091445	-0.6	0.208	6	6
TCONS_00010383	AT5G14740.9	0.716751252	0.108982277	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G20250.2	-0.557193319	0.250704365	-0.542857143	0.265702624	6	6
TCONS_00010383	AT5G20250.1	-0.734601732	0.096307533	-0.869656553	0.024376892	6	4
TCONS_00010383	AT5G20250.4	-0.671791266	0.143903978	-0.6	0.208	6	6
TCONS_00010383	AT5G20250.3	-0.731026101	0.098790715	-0.695725243	0.124789337	6	4
TCONS_00010383	AT5G38930.1	0.73097999	0.098822922	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G48780.1	0.783811441	0.065054184	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G50130.1	-0.903318965	0.013568984	-0.828571429	0.041562682	6	6
TCONS_00010383	AT5G50130.7	-0.571653278	0.235924647	-0.657142857	0.156174927	6	5
TCONS_00010383	AT5G50610.1	0.812972227	0.049198023	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G51660.1	-0.707122911	0.116104426	-0.657142857	0.156174927	6	4
TCONS_00010383	AT5G51660.2	-0.094481097	0.858700056	-0.085714286	0.87174344	6	6
TCONS_00010383	AT5G51660.4	-0.557822461	0.250053972	-0.6	0.208	6	6
TCONS_00010383	AT5G52940.1	-0.797683923	0.057257113	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G63800.1	-0.796766074	0.057758853	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G66170.2	0.23441358	0.65482011	0.257142857	0.622787172	6	6
TCONS_00010383	AT5G66610.1	-0.889371154	0.017681133	-0.771428571	0.072396501	6	5
TCONS_00010383	AT5G67130.1	-0.921221087	0.00906472	-0.828571429	0.041562682	6	6
TCONS_00010383	AT5G01930.1	-0.737026107	0.094639888	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G02090.1	-0.756334446	0.081825787	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G03260.1	-0.71071986	0.113420584	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G09210.1	0.791048774	0.060929452	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G13170.1	-0.774118609	0.070771098	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G15720.1	0.697988178	0.12304329	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G23240.1	-0.829146183	0.041292841	-0.885714286	0.018845481	6	6
TCONS_00010383	AT5G24420.1	0.53333153	0.275853787	0.6	0.208	6	6
TCONS_00010383	AT5G38610.1	-0.716151188	0.109420352	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G40020.1	-0.724520331	0.103380627	-0.771428571	0.072396501	6	6
TCONS_00010383	AT5G43040.1	-0.701714242	0.120191693	-0.6	0.208	6	6
TCONS_00010383	AT5G50600.1	0.840082221	0.0363157	0.771428571	0.072396501	6	5
TCONS_00010383	AT5G51810.1	0.429477	0.395393123	0.657142857	0.156174927	6	5
TCONS_00010383	AT5G54740.1	0.854063835	0.030392018	1	0	6	6
TCONS_00010383	AT5G54960.1	-0.832023567	0.039954305	-0.885714286	0.018845481	6	6
TCONS_00010383	AT5G57785.1	-0.721270367	0.105708031	-0.6	0.208	6	6
TCONS_00010383	AT5G57785.2	-0.759777246	0.079629194	-0.657142857	0.156174927	6	6
TCONS_00010383	AT5G61680.1	0.832833725	0.039581151	0.828571429	0.041562682	6	6
TCONS_00010383	AT5G65140.3	0.164693111	0.755193887	0.085714286	0.87174344	6	6
TCONS_00010383	AT5G65140.1	0.825359632	0.043085686	0.771428571	0.072396501	6	6
TCONS_00010383	AT5G65140.2	0.663465862	0.150825714	0.714285714	0.110787172	6	6
TCONS_00010383	ATCG00280.1	0.895785659	0.015725027	0.828571429	0.041562682	6	6
TCONS_00010383	ATCG00490.1	0.77695602	0.069074861	0.771428571	0.072396501	6	6
TCONS_00010383	ATCG00540.1	0.629332001	0.180628227	0.542857143	0.265702624	6	6
TCONS_00010383	ATCG00680.1	0.755296676	0.082493193	0.771428571	0.072396501	6	6
TCONS_00010383	ATCG00040.1	0.70902763	0.114679804	0.714285714	0.110787172	6	6
TCONS_00010383	ATCG00330.1	0.801356615	0.055269637	0.828571429	0.041562682	6	6
AT1G31485.1	AT1G04600.1	-0.961877115	0.002152328	-0.885714286	0.018845481	6	6
AT1G31485.1	AT1G11170.3	0.622681764	0.186694357	0.828571429	0.041562682	6	5
AT1G31485.1	AT1G11170.1	0.724179962	0.103623302	0.6	0.208	6	6
AT1G31485.1	AT1G11170.4	0.275264146	0.597532211	0.085714286	0.87174344	6	6
AT1G31485.1	AT1G11170.6	0.032328026	0.951524854	-0.257142857	0.622787172	6	4
AT1G31485.1	AT1G11170.2	0.260621785	0.617918522	0.085714286	0.87174344	6	5
AT1G31485.1	AT1G11600.1	-0.592691042	0.215064483	-0.6	0.208	6	6
AT1G31485.1	AT1G13130.1	0.937039077	0.005821326	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G23000.1	-0.537404472	0.271495456	-0.463816829	0.354164298	6	4
AT1G31485.1	AT1G23000.2	-0.762252272	0.078066749	-1	0	6	4
AT1G31485.1	AT1G26730.2	-0.345843163	0.501917973	-0.371428571	0.468478134	6	6
AT1G31485.1	AT1G26730.1	-0.672006717	0.143726698	-0.714285714	0.110787172	6	6
AT1G31485.1	AT1G30840.2	-0.609740379	0.198735086	-0.637748139	0.17307111	6	4
AT1G31485.1	AT1G32910.1	-0.452569629	0.367493046	-0.6	0.208	6	6
AT1G31485.1	AT1G51780.1	-0.739550791	0.092917057	-0.81167945	0.049857585	6	4
AT1G31485.1	AT1G58370.1	0.968122035	0.00150811	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G61120.1	-0.60431791	0.203871626	-0.371428571	0.468478134	6	5
AT1G31485.1	AT1G62500.1	-0.712301263	0.112249351	-0.657142857	0.156174927	6	6
AT1G31485.1	AT1G74430.1	-0.725937104	0.10237321	-0.657142857	0.156174927	6	6
AT1G31485.1	AT1G78600.1	0.878527781	0.021237058	0.6	0.208	6	6
AT1G31485.1	AT1G78600.2	0.65544079	0.157628359	0.542857143	0.265702624	6	6
AT1G31485.1	AT1G01060.7	-0.632016243	0.178203351	-0.542857143	0.265702624	6	6
AT1G31485.1	AT1G01060.1	-0.826457043	0.042562427	-0.771428571	0.072396501	6	6
AT1G31485.1	AT1G01060.4	-0.755277827	0.082505337	-0.771428571	0.072396501	6	6
AT1G31485.1	AT1G01060.2	-0.859625284	0.028174545	-0.828571429	0.041562682	6	6
AT1G31485.1	AT1G01060.8	-0.189846059	0.718652083	0.085714286	0.87174344	6	5
AT1G31485.1	AT1G02335.1	0.94627769	0.004251606	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G03780.2	-0.812696305	0.049338454	-1	0	6	6
AT1G31485.1	AT1G03780.1	-0.641179368	0.170028888	-0.714285714	0.110787172	6	5
AT1G31485.1	AT1G04340.1	-0.768523759	0.074170482	-0.657142857	0.156174927	6	6
AT1G31485.1	AT1G05300.1	0.817673538	0.046833874	0.714285714	0.110787172	6	6
AT1G31485.1	AT1G05300.2	0.698505194	0.122645871	0.485714286	0.328723032	6	6
AT1G31485.1	AT1G05310.1	0.937434005	0.005749298	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G09157.1	-0.949913555	0.003700153	-0.771428571	0.072396501	6	6
AT1G31485.1	AT1G14870.1	-0.578390484	0.229160364	-0.714285714	0.110787172	6	6
AT1G31485.1	AT1G14870.2	-0.655456797	0.157614663	-0.6	0.208	6	6
AT1G31485.1	AT1G19715.1	-0.83361418	0.039223229	-0.828571429	0.041562682	6	6
AT1G31485.1	AT1G19715.2	0.167843629	0.750598759	0.028571429	0.957154519	6	6
AT1G31485.1	AT1G32100.1	0.881812149	0.020127107	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G51940.1	0.745832375	0.088692008	0.6	0.208	6	6
AT1G31485.1	AT1G52030.1	-0.704691345	0.117934282	-0.6	0.208	6	6
AT1G31485.1	AT1G52030.3	-0.845296658	0.034048419	-0.828571429	0.041562682	6	6
AT1G31485.1	AT1G52030.2	-0.692108618	0.127602049	-0.657142857	0.156174927	6	6
AT1G31485.1	AT1G52040.1	-0.799911207	0.056047957	-0.771428571	0.072396501	6	6
AT1G31485.1	AT1G54020.2	-0.685347814	0.13293277	-0.428571429	0.396501458	6	6
AT1G31485.1	AT1G54020.4	-0.693428779	0.126572182	-0.714285714	0.110787172	6	5
AT1G31485.1	AT1G54020.5	-0.366875192	0.474377436	-0.257142857	0.622787172	6	6
AT1G31485.1	AT1G54020.1	-0.414484187	0.413877318	-0.31887407	0.53790056	6	4
AT1G31485.1	AT1G54790.3	0.933357312	0.006513883	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G54790.1	0.938610606	0.005537309	0.942857143	0.004804665	6	6
AT1G31485.1	AT1G56710.1	0.943449324	0.004706545	0.885714286	0.018845481	6	6
AT1G31485.1	AT1G60030.1	-0.733576969	0.09701633	-0.657142857	0.156174927	6	6
AT1G31485.1	AT1G61550.1	-0.97610969	0.000849303	-1	0	6	6
AT1G31485.1	AT1G63480.6	0.722599352	0.104753534	0.6	0.208	6	5
AT1G31485.1	AT1G63480.5	0.420644339	0.406248245	0.428571429	0.396501458	6	6
AT1G31485.1	AT1G72260.1	-0.664805876	0.149702267	-0.6	0.208	6	6
AT1G31485.1	AT2G28460.1	0.771371688	0.072431053	0.6	0.208	6	6
AT1G31485.1	AT2G28720.1	0.868465644	0.024814074	0.542857143	0.265702624	6	6
AT1G31485.1	AT2G30600.5	0.561474703	0.246291474	0.371428571	0.468478134	6	6
AT1G31485.1	AT2G30600.1	0.833029723	0.039491122	0.942857143	0.004804665	6	5
AT1G31485.1	AT2G30600.6	0.838810026	0.036879276	0.6	0.208	6	6
AT1G31485.1	AT2G30930.1	0.879923322	0.020761956	0.771428571	0.072396501	6	6
AT1G31485.1	AT2G40980.1	-0.809706426	0.050872045	-0.942857143	0.004804665	6	5
AT1G31485.1	AT2G45650.1	-0.665410863	0.149196227	-0.942857143	0.004804665	6	6
AT1G31485.1	AT2G47780.1	-0.737753849	0.094141832	-0.6	0.208	6	6
AT1G31485.1	AT2G04160.1	0.965805841	0.00173387	0.942857143	0.004804665	6	6
AT1G31485.1	AT2G23170.1	-0.647800541	0.164222492	-0.657142857	0.156174927	6	6
AT1G31485.1	AT2G30540.1	-0.801371353	0.055261727	-0.714285714	0.110787172	6	6
AT1G31485.1	AT2G40170.1	-0.485924754	0.328481842	-0.6	0.208	6	6
AT1G31485.1	AT2G45560.1	0.942758973	0.004821027	0.885714286	0.018845481	6	6
AT1G31485.1	AT3G13960.1	-0.592400072	0.215347694	-0.657142857	0.156174927	6	4
AT1G31485.1	AT3G14570.1	0.060016832	0.910082843	0.2	0.704	6	4
AT1G31485.1	AT3G14570.2	-0.6840358	0.133978177	-0.6	0.208	6	6
AT1G31485.1	AT3G17690.2	-0.462618005	0.355576686	-0.463816829	0.354164298	6	4
AT1G31485.1	AT3G17690.1	-0.720948724	0.105939614	-0.657142857	0.156174927	6	6
AT1G31485.1	AT3G19960.3	0.563050315	0.244675225	0.542857143	0.265702624	6	6
AT1G31485.1	AT3G19960.2	0.664220508	0.15019259	0.637748139	0.17307111	6	4
AT1G31485.1	AT3G19960.1	0.950893737	0.00355793	0.885714286	0.018845481	6	4
AT1G31485.1	AT3G25950.1	0.974414666	0.00097354	0.885714286	0.018845481	6	6
AT1G31485.1	AT3G50930.1	-0.72565346	0.102574549	-0.657142857	0.156174927	6	6
AT1G31485.1	AT3G62550.1	0.855308153	0.029888981	0.657142857	0.156174927	6	6
AT1G31485.1	AT3G10180.2	-0.85849985	0.02861686	-0.771428571	0.072396501	6	6
AT1G31485.1	AT3G14172.3	0.949700731	0.003731396	0.885714286	0.018845481	6	6
AT1G31485.1	AT3G15670.1	-0.482985854	0.331855562	-0.6	0.208	6	6
AT1G31485.1	AT3G19030.1	-0.705135187	0.117599338	-0.657142857	0.156174927	6	6
AT1G31485.1	AT3G21550.1	0.923697827	0.008510916	0.942857143	0.004804665	6	6
AT1G31485.1	AT3G22640.1	-0.43806089	0.384940025	-0.714285714	0.110787172	6	6
AT1G31485.1	AT3G25570.2	-0.890798832	0.017236237	-0.927633657	0.007665844	6	4
AT1G31485.1	AT3G25570.1	-0.823842776	0.043813852	-0.771428571	0.072396501	6	6
AT1G31485.1	AT3G26860.2	-0.84238285	0.035306895	-0.6	0.208	6	6
AT1G31485.1	AT3G47160.1	0.933821751	0.006424425	0.771428571	0.072396501	6	6
AT1G31485.1	AT3G47160.3	0.808730542	0.051377307	0.771428571	0.072396501	6	6
AT1G31485.1	AT3G51400.1	0.86958062	0.024404656	0.714285714	0.110787172	6	6
AT1G31485.1	AT3G60900.1	-0.642554303	0.168816181	-0.942857143	0.004804665	6	6
AT1G31485.1	AT3G62160.1	0.93954784	0.005371235	0.942857143	0.004804665	6	6
AT1G31485.1	AT4G00230.1	0.927926378	0.007604713	0.942857143	0.004804665	6	6
AT1G31485.1	AT4G00230.2	0.84227469	0.035354023	0.942857143	0.004804665	6	6
